"popularity","duration_ms","explicit","danceability","tempo","genre_numeric","popularity_artist"
31,430773,1,0.315,110.944,23,26.5
22,266146,1,0.472,174.037,23,26.5
0,172342,0,0.795,87.925,21,9.5
56,190108,0,0.79,91.991,22,9.5
0,172342,0,0.795,87.925,52,9.5
0,172342,0,0.795,87.925,21,9.5
1,172342,0,0.795,87.925,21,9.5
0,172342,0,0.795,87.925,22,9.5
62,195073,0,0.747,97.053,22,62
66,244493,0,0.475,94.466,63,66
0,261293,0,0.432,136.981,45,31.5
63,266493,0,0.421,114.227,45,31.5
34,249000,0,0.308,182.063,85,34
38,263294,0,0.496,169.822,71,38
24,150666,1,0.27,111.167,39,24
39,240000,0,0.632,100.016,18,39
16,76587,1,0.305,125.399,43,14.5
13,63901,1,0.197,93.119,43,14.5
0,191823,0,0.423,146.995,57,0
63,224893,0,0.524,135.678,86,63
7,312630,0,0.781,125.98,14,7
19,257693,1,0.759,125.05,2,45
71,189866,0,0.675,79.989,2,45
21,260877,0,0.501,165.128,2,21
63,234360,0,0.596,127.945,84,63
73,229282,0,0.81,125.975,84,73
81,222160,0,0.631,123.962,54,81
74,189671,0,0.733,124.01,84,74
32,188174,0,0.735,137.008,26,32
47,225533,0,0.399,197.679,10,47
54,185606,0,0.754,110.028,24,54
39,209226,0,0.65,99.989,113,39
56,180226,0,0.734,114.036,13,56
37,206288,0,0.639,175.07,36,37
12,117970,1,0.281,156.74,43,12
69,146878,0,0.875,144.028,16,69
40,289173,0,0.484,102.981,75,40
28,230106,0,0.657,116.05,22,28
26,260586,0,0.466,97.983,51,30.125
22,170360,0,0.465,113.808,51,30.125
36,280426,0,0.628,99.989,51,30.125
31,272666,0,0.544,94.958,51,30.125
23,201106,0,0.46,160.877,51,30.125
37,251946,0,0.523,124.968,51,30.125
42,214733,0,0.458,159.855,51,30.125
24,272360,0,0.328,100.291,51,30.125
34,183253,1,0.807,127.976,37,34
5,559466,0,0.794,134.987,25,5
19,191333,0,0.666,104.675,109,19.6666666666667
22,147617,0,0.615,122.758,109,19.6666666666667
18,130759,0,0.655,122.732,109,19.6666666666667
41,178226,0,0.252,81.805,88,41
20,197066,0,0.291,116.725,109,19.3333333333333
20,185000,0,0.345,175.869,109,19.3333333333333
18,117400,0,0.354,96.381,109,19.3333333333333
0,193146,0,0.772,120.026,32,0
53,103115,1,0.859,134.944,33,53
20,179773,0,0.432,104.945,7,20
16,394373,1,0.171,124.244,7,16
52,136406,0,0.644,127.966,24,52
49,209639,0,0.5,186.096,36,49
51,445970,0,0.364,133.784,10,51
49,191843,0,0.666,139.991,110,49
69,216441,0,0.554,144.996,110,69
42,199111,0,0.808,135.002,113,42
27,309583,0,0.577,94.498,39,27
11,123906,0,0.0981,165.462,55,11.6666666666667
13,67709,0,0.206,115.946,55,11.6666666666667
11,400440,0,0.595,150.055,55,11.6666666666667
47,249132,0,0.637,168.029,75,47
37,380110,0,0.462,139.927,41,37
61,105293,0,0.538,95.914,27,45
29,179626,0,0.574,103.292,27,45
59,220623,0,0.669,119.974,37,59
0,174552,0,0.512,87.856,100,0
12,296640,0,0.28,124.83,43,12
38,306546,0,0.519,101.204,87,39
41,219480,0,0.608,143.979,86,39
38,306546,0,0.519,101.204,86,39
41,209960,0,0.4,97.403,105,41
13,512500,0,0.757,128.065,55,13
39,99422,0,0.637,105.011,46,39
30,361165,0,0.536,103.011,59,30
37,322525,0,0.361,72.837,113,37
30,168000,0,0.447,94.799,85,30
36,134013,0,0.395,152.941,87,36
39,193640,0,0.486,100.225,113,39
30,168613,0,0.705,137.714,92,30
59,293640,0,0.575,82.691,114,40.5
22,249733,0,0.838,103.008,114,40.5
24,108413,1,0.577,58.189,19,24
0,234280,0,0.409,104.164,80,0
21,176516,0,0.44,155.006,50,21
0,330120,0,0.57,175.811,105,0
34,241706,0,0.759,112.201,101,34
33,298785,0,0.436,169.994,80,33
0,278094,0,0.543,100.01,60,0
44,247386,0,0.755,174.041,89,44
0,151240,0,0.303,158.663,77,0
0,286600,0,0.283,88.707,77,0
48,184093,0,0.474,92.68,48,47.4
55,224973,0,0.632,87.785,10,47.4
51,193933,0,0.417,82.771,48,47.4
36,98973,0,0.437,127.295,48,47.4
47,290200,0,0.724,143.674,88,47.4
1,186295,0,0.748,91.974,21,52.5
77,187703,0,0.69,184.009,21,52.5
49,181124,0,0.557,192.199,21,52.5
83,208786,0,0.775,100.066,21,52.5
21,143120,0,0.503,155.002,53,18
15,154733,0,0.745,126.416,53,18
54,384387,0,0.765,135.009,110,54
0,283760,0,0.659,80.115,87,0
22,222933,0,0.445,166.623,47,22
68,178500,0,0.132,73.273,102,68
19,239706,0,0.569,174.965,28,19
36,215546,0,0.456,173.963,28,36
22,280560,0,0.405,140.123,28,22
44,272293,0,0.629,149.909,71,44
0,184026,0,0.579,79.885,32,0
19,232792,0,0.494,145.019,59,19
23,106626,0,0.607,134.286,99,23
28,641584,0,0.891,123.058,14,28
0,200026,0,0.711,100.053,91,46.6666666666667
73,229240,0,0.583,74.008,100,46.6666666666667
67,223280,0,0.551,72.174,100,46.6666666666667
44,219333,0,0.57,122.712,78,44.5
45,299200,0,0.392,121.151,78,44.5
39,163680,0,0.622,117.953,75,39
45,236373,0,0.717,88.057,75,44.5
44,165506,0,0.688,128.789,97,44.5
50,236626,0,0.558,96.962,64,53
56,270306,0,0.579,94.026,64,53
51,255973,1,0.496,115.06,23,51
15,128426,0,0.813,96.024,67,15
0,500306,0,0.183,187.989,73,0
16,137500,0,0.622,144.164,109,16
27,280866,0,0.275,97.147,73,27
12,508400,0,0.809,124.899,14,12
44,205306,0,0.431,167.563,98,44
0,178373,1,0.746,119.974,58,0
19,390200,0,0.806,115.718,74,19
56,277733,0,0.449,123.299,45,56
0,244546,0,0.353,117.577,20,0
0,211560,0,0.686,100.003,89,0
54,269400,0,0.854,124.995,44,54
57,144761,0,0.61,126.001,44,57
44,250800,0,0.387,150.079,114,49
54,271920,0,0.357,145.811,114,49
0,257720,0,0.349,137.954,4,0
19,120085,0,0.966,128.987,67,19
26,188360,0,0.511,175.434,22,26
28,163160,1,0.556,137.215,61,28
76,161560,0,0.534,167.983,9,14.8666666666667
0,162897,0,0.647,151.925,93,14.8666666666667
0,162897,0,0.647,151.925,88,14.8666666666667
0,162897,0,0.647,151.925,88,14.8666666666667
0,162897,0,0.647,151.925,92,14.8666666666667
0,162897,0,0.647,151.925,93,14.8666666666667
0,162897,0,0.647,151.925,9,14.8666666666667
76,161560,0,0.534,167.983,88,14.8666666666667
0,165226,0,0.588,157.189,88,14.8666666666667
70,161906,0,0.525,157.404,92,14.8666666666667
0,162897,0,0.647,151.925,92,14.8666666666667
0,162897,0,0.647,151.925,93,14.8666666666667
0,164160,0,0.682,151.799,92,14.8666666666667
1,170173,0,0.755,79.768,88,14.8666666666667
0,162897,0,0.647,151.925,9,14.8666666666667
26,217293,0,0.303,161.463,1,26
38,189385,0,0.574,126.923,108,38
52,231520,0,0.668,73.919,71,52
34,197538,1,0.653,129.987,34,34
64,154761,0,0.874,125.981,24,33.5
3,154761,0,0.873,125.984,84,33.5
45,192440,0,0.673,172.055,89,45
59,273896,0,0.403,97.053,5,71.5
84,290616,0,0.37,94.485,58,71.5
4,284518,0,0.468,169.951,59,4
35,217760,0,0.661,105.044,11,35
66,178177,0,0.714,145.075,66,66
0,129240,0,0.817,138.015,57,0
0,164802,0,0.506,79.01,58,0
0,178024,0,0.336,179.849,107,0
2,311400,0,0.348,136.303,17,2.5
3,336373,0,0.303,135.547,17,2.5
8,234133,0,0.9,135.265,25,8
27,258226,0,0.419,128.275,99,27
30,234666,0,0.641,119.559,26,30
19,203109,0,0.655,141.426,13,19
43,186257,0,0.598,114.847,98,43
0,198014,0,0.679,124.977,38,0
0,198014,0,0.679,124.977,31,0
0,198014,0,0.679,124.977,54,0
71,222653,0,0.737,105.005,38,71
71,222653,0,0.737,105.005,31,71
48,163472,1,0.799,115.016,38,48
0,274800,0,0.809,121.013,31,0
1,245664,0,0.842,126.037,38,1
76,212733,0,0.715,122.956,38,76
44,97160,0,0.287,73.765,5,44
0,245333,0,0.498,135.015,92,0
33,138133,0,0.487,96.828,92,33
35,122200,0,0.413,200.541,93,42.6666666666667
47,129333,0,0.601,129.578,93,42.6666666666667
46,135040,0,0.588,129.639,93,42.6666666666667
0,268560,0,0.615,111.159,108,0
67,204093,0,0.422,78.293,103,67
51,177864,0,0.727,109.988,16,51
68,206920,0,0.798,90.006,90,68
10,109735,0,0.904,111.95,67,10
46,136002,0,0.816,119.983,15,45.75
45,166000,0,0.716,179.941,15,45.75
47,144844,0,0.851,119.963,15,45.75
45,125558,0,0.925,120.023,15,45.75
2,221520,0,0.4,84.08,20,2
67,200360,0,0.468,78.009,9,67
85,258266,0,0.491,90.027,81,85
0,250714,0,0.651,112.015,81,0
24,244026,0,0.634,78.515,99,24
15,374061,0,0.785,133.971,11,13.5
12,402345,0,0.781,133.989,11,13.5
39,283867,0,0.747,126.041,110,39
51,386773,0,0.461,139.877,10,51
87,198040,0,0.357,102.078,81,87
0,341106,0,0.408,94.956,60,3
1,280031,1,0.369,144.761,60,3
8,132000,0,0.439,86.076,60,3
0,384962,0,0.486,100.026,60,0
1,167546,0,0.553,95.886,20,1
61,159149,1,0.645,80.503,34,61
0,139866,0,0.689,120.233,79,0
50,222400,0,0.524,149.896,50,50
77,215360,0,0.739,96.038,12,38.5
0,202853,0,0.538,88.562,12,38.5
36,165786,0,0.545,92.486,107,36
4,262986,0,0.56,121.969,105,4
0,252720,0,0.514,90.522,3,0
0,272733,0,0.571,141.612,3,0
13,78450,0,0.21,123.719,43,13
38,233830,0,0.403,97.712,34,38
46,190664,0,0.645,124.032,24,46
18,282800,0,0.263,118.174,7,35.5
48,397160,0,0.342,147.313,23,35.5
22,337933,0,0.408,161.079,42,35.5
54,302360,0,0.462,122.925,42,35.5
71,235133,0,0.659,83.014,104,71
27,159093,1,0.586,129.459,19,27
38,109500,0,0.738,80.03,106,38
55,166453,0,0.538,105.642,85,55
9,161970,0,0.705,127.888,95,9
0,140773,0,0.64,132.768,20,0.5
1,159693,0,0.779,116.115,91,0.5
38,221879,0,0.472,92.085,64,38
41,279720,0,0.66,91.101,2,34.6666666666667
48,198920,0,0.637,109.859,10,34.6666666666667
15,251346,0,0.538,175.949,2,34.6666666666667
58,225234,0,0.675,123.992,84,58
2,168813,0,0.262,70.2,60,6.5
11,596327,0,0.382,130.005,60,6.5
65,451826,0,0.484,119.981,26,65
31,139386,0,0.54,81.87,46,28.5
26,214933,0,0.482,70.96,46,28.5
62,336840,0,0.676,132.871,110,62
26,255574,0,0.58,76.99,67,16.5
7,53972,0,0.695,136.103,67,16.5
8,240000,0,0.792,79.993,67,8
7,182964,0,0.782,109.016,67,7
11,217846,0,0.663,129.979,11,11
57,282857,0,0.785,112.017,24,57
28,235206,0,0.284,176.745,85,28
53,237426,0,0.729,130.359,26,53
54,233213,0,0.699,93.999,71,54
33,176859,0,0.536,168.075,62,33
30,182653,0,0.593,131.409,27,30
57,258440,0,0.568,160.1,63,57
21,266000,0,0.556,149.977,50,21
22,425270,0,0.685,147.995,50,22
29,247578,0,0.505,94.999,49,29
66,153706,0,0.616,74.422,66,66
55,219027,0,0.54,150.007,50,55
23,313894,0,0.517,149.97,50,23
2,248768,0,0.685,95.004,69,1.66666666666667
0,209786,0,0.736,100.024,90,1.66666666666667
3,234320,0,0.899,88.007,90,1.66666666666667
2,192477,1,0.812,90.04,90,2
2,192477,1,0.812,90.04,69,2
68,242160,0,0.772,94.981,69,68
0,220653,0,0.78,120.049,69,0
9,241880,0,0.691,184.018,68,9
82,248413,0,0.794,116.047,54,82
29,257000,0,0.745,157.009,96,29
70,149538,0,0.665,73.986,57,70
60,287320,0,0.273,81.814,48,60
0,196253,0,0.544,169.885,20,0
61,172320,0,0.426,179.736,20,61
26,368615,0,0.275,77.933,76,24.6666666666667
22,366061,0,0.249,129.351,76,24.6666666666667
26,887836,0,0.172,116.622,76,24.6666666666667
26,408120,0,0.848,146,29,26
57,222315,0,0.845,94.869,16,57
60,239200,0,0.66,124.031,105,60
36,163647,0,0.696,110.004,18,38
40,164583,0,0.64,104.979,18,38
61,136229,0,0.86,122.002,24,61
44,194813,0,0.495,93.128,105,44
1,180833,0,0.333,179.448,20,1
39,359626,0,0.57,108.06,41,39
21,170200,0,0.371,89.041,46,21
19,181893,0,0.51,122.12,13,19
47,210506,0,0.508,79.803,13,47
31,195238,0,0.742,125.819,100,31
58,186748,0,0.791,107.964,104,58
29,115000,1,0.332,102.21,49,29
21,262466,0,0.15,103.041,7,18.5
16,274240,0,0.215,126.529,7,18.5
16,289018,0,0.786,142.04,18,16
48,198421,0,0.445,92.997,23,48
49,203266,1,0.258,147.567,23,49
65,196071,0,0.268,55.832,81,65
65,225666,0,0.532,136.083,111,65
55,204853,0,0.423,156.063,72,55
37,154000,0,0.62,91.988,15,37
51,323066,0,0.457,168.55,80,51
0,226270,0,0.635,94.008,105,0
43,163373,0,0.482,100.023,12,43
3,158994,0,0.687,88.063,31,3
0,184390,0,0.692,122.984,81,0
17,137666,0,0.782,89.966,27,17
47,847493,0,0.287,139.627,41,47
20,238459,1,0.45,82.437,19,20
50,269000,0,0.68,109.949,71,50
29,236573,0,0.525,75.09,45,29
37,208200,1,0.592,94.995,107,37
31,151355,0,0.594,149.97,47,31
34,184157,0,0.634,174.976,49,34
20,191718,0,0.565,176.989,47,20
24,230746,0,0.506,165.115,112,24
42,235880,0,0.483,100.064,73,44.6666666666667
44,243600,0,0.422,149.989,73,44.6666666666667
48,241853,0,0.477,97.457,73,44.6666666666667
17,351272,0,0.619,110.007,18,17
54,170059,0,0.736,128.041,33,54
64,226666,0,0.629,125.991,84,64
33,236276,0,0.262,94.527,49,33
20,263866,0,0.405,159.236,59,20
60,190044,0,0.397,67.012,61,60
0,115240,0,0.484,134.999,65,0
0,135760,0,0.478,136.47,65,0
0,121026,0,0.446,133.436,65,0
0,143733,0,0.439,129.581,65,0
0,143733,0,0.439,129.581,65,0
0,115240,0,0.484,134.999,65,0
41,175462,0,0.0734,50.422,5,41
52,186973,1,0.432,80.084,59,52
47,343866,0,0.486,100.003,112,47
11,51120,0,0.171,122.16,43,11
40,154346,0,0.709,129.825,56,40
23,134666,0,0.686,164.821,67,23
61,206222,0,0.553,134.996,110,61
11,325517,0,0.595,174.028,11,11.5
12,324000,0,0.552,173.996,11,11.5
38,159600,0,0.598,200.042,24,38
59,337613,0,0.616,114.558,85,61.6666666666667
59,204880,0,0.533,133.615,9,61.6666666666667
67,366136,0,0.307,173.674,48,61.6666666666667
29,394401,0,0.798,117.016,24,29
41,321912,0,0.558,148.534,56,51.5
62,313170,0,0.588,82.044,57,51.5
75,317706,0,0.47,124.01,72,25
0,250222,0,0.112,173.097,57,25
0,250222,0,0.112,173.097,3,25
59,236363,1,0.469,99.02,37,59
21,281093,0,0.459,140.076,42,21
16,180320,0,0.711,116.388,2,16
20,191975,1,0.584,155.042,50,20
18,234246,0,0.418,177.956,28,18
52,220711,0,0.45,174.087,28,52
37,171800,0,0.518,161.934,86,37
30,468760,0,0.732,92.121,105,30.6666666666667
27,192520,0,0.765,97.952,105,30.6666666666667
35,198440,0,0.749,91.988,105,30.6666666666667
51,146000,0,0.688,119.929,16,51
27,206693,0,0.837,139.416,29,27
44,149562,0,0.659,133.015,38,44
19,555387,0,0.158,148.775,7,19
74,423840,0,0.404,115.669,35,74
13,139041,0,0.315,82.26,43,13
37,199497,0,0.624,156.072,36,37
38,207168,0,0.562,76.114,86,38
22,155280,0,0.635,90.044,67,18.5
15,134186,0,0.747,146.747,67,18.5
17,61333,1,0.299,141.623,43,17
50,244013,0,0.524,138.074,75,50
48,270000,0,0.391,82.834,35,48
42,231000,0,0.632,78.968,57,42
36,217040,0,0.56,105.79,107,36
0,241240,0,0.513,148.372,63,0
42,464338,0,0.474,115.271,41,42
24,96706,0,0.671,111.355,27,24
37,326724,0,0.679,125.948,63,37
37,230053,0,0.509,137.012,87,37
39,155946,0,0.317,170.982,87,38.5
38,270266,0,0.508,108.159,40,38.5
44,202092,0,0.746,75.038,98,44
50,186469,0,0.475,94.756,98,50
35,209920,0,0.727,176.024,22,35
57,232687,0,0.289,154.928,50,57
24,122400,0,0.412,127.761,83,24
68,205479,0,0.488,145.979,54,68
44,252103,0,0.452,147.958,78,44
42,167120,0,0.528,148.013,78,42
50,197387,0,0.616,123.916,77,50
0,228554,0,0.704,93.058,96,0
0,229355,0,0.761,106.671,96,0
50,182068,0,0.471,173.99,28,50
58,194260,0,0.321,131.933,84,58
66,184558,1,0.765,96.071,54,66
55,195506,0,0.642,80.997,31,55
48,125714,1,0.747,126.001,84,48
54,174010,0,0.718,124.952,84,54
0,169653,0,0.436,107.546,104,0
0,149880,0,0.418,120.301,9,0
15,200816,1,0.793,97.998,18,15
24,195986,0,0.302,154.148,83,24
49,221669,0,0.519,185.842,75,42.25
39,212739,0,0.633,143.994,97,42.25
36,226266,0,0.68,111.917,97,42.25
45,304640,0,0.732,85.976,75,42.25
43,157766,0,0.5,149.941,28,43
3,185493,0,0.745,122.053,44,3
0,283705,0,0.863,123.961,54,0
8,468333,0,0.715,137.805,55,8
23,97026,0,0.317,110.914,27,23
11,106946,0,0.201,111.63,43,11
22,154000,1,0.307,197.087,23,22
0,274055,0,0.379,173.861,72,0.5
1,268481,0,0.5,103.033,72,0.5
10,176848,0,0.563,175,55,24
17,205500,0,0.626,159.989,55,24
45,187999,0,0.573,180.083,55,24
21,266000,1,0.487,108.019,59,21
35,286080,0,0.46,103.253,101,35
25,267502,0,0.386,129.032,39,25
44,176893,0,0.289,153.39,87,44
45,292799,0,0.509,118.871,35,45
35,198260,0,0.615,137.996,35,35
43,201196,1,0.876,129.996,38,43
16,287266,0,0.782,135.011,11,16
42,117073,0,0.57,105.084,38,42
44,132134,0,0.712,178.108,38,44
45,184480,0,0.844,132.029,98,45
21,226206,0,0.396,173.986,47,21
25,174013,0,0.586,155.031,50,25
54,187092,0,0.909,105.078,90,54
50,231126,0,0.872,110.986,29,50
37,152352,0,0.827,102.021,30,37
0,220506,0,0.565,130,79,0
19,159010,0,0.639,159.924,47,21.5
24,126826,0,0.584,78.017,47,21.5
74,185437,0,0.442,140.082,79,74
19,289000,0,0.611,156.476,112,38.3333333333333
52,117240,0,0.61,106.185,112,38.3333333333333
44,298973,0,0.523,167.128,112,38.3333333333333
66,232000,0,0.641,171.811,32,66
66,232000,0,0.641,171.811,33,66
19,179880,0,0.702,112.03,112,19
0,185194,0,0.827,95.983,21,0
0,205946,0,0.475,199.892,31,0
2,212500,1,0.843,95.881,31,2
48,256320,1,0.669,119.972,33,48
48,386341,0,0.809,163.996,38,48
51,249600,0,0.665,100.004,29,51
24,53613,0,0.457,156.564,27,24
16,273103,0,0.581,173.989,28,16
54,190440,0,0.207,188.785,64,54
0,244874,0,0.42,149.918,20,0
39,191714,0,0.526,73.868,113,39
55,217390,0,0.633,126.022,44,55
42,189360,0,0.655,143.878,97,42
18,420840,0,0.596,100.989,74,18
47,507417,0,0.747,123.006,74,47
1,288333,0,0.516,177.401,20,1
44,163961,0,0.493,143.353,10,44
64,185716,0,0.0762,64.959,102,64
0,513000,0,0.461,138.571,103,0
0,513000,0,0.461,138.571,35,0
4,194013,0,0.787,92.025,90,2
0,212413,0,0.831,95.022,52,2
74,198786,0,0.699,130.04,90,72
70,198386,0,0.701,130.067,68,72
1,190880,1,0.711,179.936,68,1
2,238386,0,0.733,170.047,90,2
0,389506,0,0.573,105.859,26,0
57,199594,0,0.322,160.389,1,57
29,66640,0,0.791,128.212,25,29
43,42466,0,0.711,119.027,79,25.8333333333333
18,64133,0,0.807,105.781,67,25.8333333333333
43,42466,0,0.711,119.027,15,25.8333333333333
17,55106,0,0.885,111.11,67,25.8333333333333
17,50440,0,0.93,112.897,67,25.8333333333333
17,101066,0,0.799,110.936,67,25.8333333333333
45,214000,0,0.39,177.771,36,45
19,343653,0,0.528,122.946,51,19
23,272013,0,0.173,194.811,23,23
28,317597,0,0.568,100.002,70,28
77,234800,0,0.454,166.303,57,77
84,270586,1,0.816,93.431,38,84
0,177200,0,0.593,110.41,103,0
62,493933,0,0.532,102.198,72,62
11,206869,0,0.0717,185.643,55,11
58,120000,0,0.767,87.497,34,58
49,130612,1,0.748,146.981,95,49
23,190773,0,0.494,106.985,59,23
0,259970,0,0.236,121.532,60,0
57,80563,0,0.689,171.925,65,57
14,268800,0,0.762,87.508,11,14
18,251582,0,0.743,174.961,11,18
15,236712,0,0.654,96.981,11,15
17,258706,1,0.794,98.002,11,17
23,276013,0,0.508,137.995,59,23
0,270280,0,0.629,100.038,113,0
29,274346,0,0.751,102.048,46,25
21,322013,0,0.732,96.035,46,25
59,207786,0,0.708,131.955,108,59
30,155468,0,0.391,81.005,106,23.8333333333333
40,156923,0,0.534,78.094,106,23.8333333333333
9,132708,0,0.625,62.977,106,23.8333333333333
20,135170,0,0.681,80.952,106,23.8333333333333
23,143574,0,0.599,74.978,106,23.8333333333333
21,145219,0,0.648,83.084,106,23.8333333333333
47,186210,0,0.797,124.993,18,35
42,269695,0,0.681,125.008,18,35
16,201433,1,0.822,125.987,18,35
55,154225,1,0.768,150.086,95,55
54,189265,0,0.738,126.077,84,54
0,186114,0,0.77,148.971,104,0
20,188866,0,0.673,99.867,8,20
61,170482,0,0.646,145.033,95,61
69,140617,0,0.758,137.506,95,69
17,481488,0,0.57,169.85,47,17
66,156250,0,0.783,107.494,16,66
63,239866,0,0.429,153.061,48,63
33,333913,0,0.425,103.537,111,33
35,406666,0,0.636,143.992,111,35
68,213712,0,0.228,60.3,20,69
68,213712,0,0.228,60.3,100,69
71,291685,0,0.655,110.061,100,69
21,223266,0,0.709,78.53,46,21
60,213000,0,0.502,102.121,59,60
45,244442,0,0.276,179.989,18,45
19,165133,0,0.516,122.981,73,19
44,282723,0,0.456,129.887,71,47.5
51,207852,0,0.592,139.908,13,47.5
54,438720,0,0.749,131.997,110,54
42,219306,0,0.535,168.031,40,42
0,146346,0,0.727,100.994,69,0
0,182346,0,0.712,180.082,69,0
12,113480,0,0.295,96.793,43,12
5,263400,0,0.598,95.009,81,2.5
0,215506,0,0.471,149.609,81,2.5
4,208546,0,0.594,113.99,81,4
10,260693,0,0.838,127.004,11,10
23,123186,0,0.537,95.082,93,23
50,144933,0,0.685,131.514,93,50
21,124827,1,0.727,77.549,19,21
36,190960,0,0.759,127.757,107,36
0,309813,0,0.761,93.436,96,0
0,296040,0,0.656,165.094,96,0
68,236306,0,0.561,161.858,1,68
33,237640,0,0.55,167.58,37,33
37,300025,0,0.585,82.025,46,37
50,237102,0,0.524,145.865,98,50
49,252026,0,0.529,73.982,98,50
51,156468,0,0.547,111.755,78,50
44,209560,0,0.726,148.3,89,44
47,238087,0,0.436,187.634,98,44.75
44,203476,0,0.631,136.229,98,44.75
43,228646,0,0.69,140.196,98,44.75
45,175320,0,0.673,120.042,98,44.75
0,226626,0,0.113,83.543,17,0
47,200746,0,0.769,125.967,88,47
51,142380,0,0.884,126.011,44,51
41,89268,0,0.34,176.899,46,46
51,212031,0,0.562,112.623,46,46
54,196306,0,0.625,137.02,6,54
61,100764,1,0.875,105.078,95,61
22,187986,0,0.694,122.371,93,24.5
27,268693,0,0.66,128.955,93,24.5
42,181232,0,0.33,78.968,29,42
59,248720,0,0.615,131.022,105,59
20,173880,0,0.452,85.766,109,20
38,250253,0,0.636,141.447,41,38
0,210466,0,0.61,112.503,77,0
42,277666,0,0.424,111.753,97,42
0,218123,0,0.332,85.353,60,0
9,117200,0,0.577,109.733,94,10
14,223306,0,0.324,120.87,94,10
7,219933,0,0.281,79.257,94,10
46,264164,0,0.565,139.972,41,46
1,220360,0,0.525,87.029,20,1
40,248866,0,0.387,141.209,41,40
55,166217,0,0.693,208.001,16,55
0,232786,0,0.396,105.145,97,0
47,411457,0,0.438,140.073,41,47
0,175986,0,0.593,77.117,9,0.333333333333333
0,171773,0,0.596,119.935,65,0.333333333333333
0,171773,0,0.596,119.935,65,0.333333333333333
0,175986,0,0.593,77.117,9,0.333333333333333
2,197573,0,0.626,80.542,65,0.333333333333333
0,131733,0,0.579,76.783,65,0.333333333333333
67,354533,0,0.663,122.482,9,67
36,184173,0,0.382,154.96,34,36
36,184173,0,0.382,154.96,63,36
66,245853,0,0.699,120.028,31,22.3333333333333
0,212706,0,0.681,120.053,31,22.3333333333333
0,212706,0,0.681,120.053,21,22.3333333333333
2,253279,0,0.271,189.218,58,22.3333333333333
0,191786,0,0.538,161.803,57,22.3333333333333
66,245853,0,0.699,120.028,32,22.3333333333333
0,182626,1,0.572,144.081,21,0
0,182626,1,0.572,144.081,57,0
69,188066,0,0.64,75.018,57,69
66,144000,0,0.705,114.898,58,67
68,188386,1,0.765,130.104,58,67
65,241893,0,0.298,125.473,80,55.5
46,228933,0,0.596,124.139,80,55.5
83,202735,0,0.795,116.032,91,83
22,179320,0,0.547,139.38,83,22
24,190226,0,0.507,166.972,83,24
54,212920,0,0.711,61.657,93,48.3
54,139640,0,0.647,131.641,92,48.3
57,127453,0,0.607,111.368,92,48.3
51,154533,0,0.435,116.602,93,48.3
68,151906,0,0.271,79.079,93,48.3
0,128080,0,0.506,94.494,92,48.3
57,115720,0,0.731,92.867,93,48.3
25,195813,0,0.644,126.204,93,48.3
55,155333,0,0.636,166.905,93,48.3
62,136546,0,0.42,85.539,92,48.3
36,256837,0,0.657,134.959,97,36
66,169237,0,0.742,84.974,103,66
52,253044,0,0.646,93.989,112,52
50,187431,0,0.674,115.017,112,50
46,264003,0,0.663,125.516,112,46
48,102254,0,0.671,103.022,46,48
42,237692,0,0.666,103.985,24,42
56,172187,0,0.279,163.883,80,56
20,133466,0,0.637,118.315,112,20
49,252631,0,0.523,94.99,113,49
56,93214,1,0.529,139.995,23,56
0,175400,0,0.715,104.438,103,0
43,204290,0,0.533,85.097,56,43
43,194011,0,0.683,96.039,90,43
25,204387,0,0.396,155.041,47,25
16,99666,0,0.241,119.903,43,16
0,244733,0,0.758,131.995,71,0
40,234506,0,0.55,109.536,88,40.5
41,236173,0,0.38,182.216,75,40.5
58,201707,0,0.766,122.019,6,58
40,258771,0,0.562,94.977,76,39.6666666666667
40,221160,0,0.498,119.998,76,39.6666666666667
39,203546,0,0.523,183.96,76,39.6666666666667
46,237475,0,0.365,193.04,3,46
29,242333,0,0.574,132.169,92,29
70,207680,0,0.688,91.011,68,70
46,139595,0,0.714,83.03,106,46
36,107937,0,0.704,87.992,106,36
46,250880,0,0.472,103.563,88,46
0,157360,0,0.673,113.061,85,0
53,243600,0,0.542,86.041,71,55.3333333333333
61,281200,0,0.315,136.725,71,55.3333333333333
52,253417,0,0.583,84.765,71,55.3333333333333
0,265680,0,0.588,92.924,20,0
63,263746,0,0.73,94.395,9,69.5
76,225026,0,0.572,95.542,91,69.5
0,434666,0,0.477,125.981,31,0
1,379500,0,0.557,127.944,54,1
49,188933,0,0.471,135.934,46,49
46,158866,0,0.621,98.146,53,29
12,151906,0,0.638,168.349,53,29
14,191738,0,0.601,143.049,53,14
31,193586,0,0.607,189.876,22,31
36,206250,0,0.906,123.933,22,36
26,243555,0,0.568,135.076,73,26
31,147879,1,0.757,189.978,61,31
21,199493,0,0.558,120.311,109,21
17,268965,0,0.628,173.991,28,17
75,179693,0,0.274,87.43,9,37.5
0,182533,0,0.169,176.118,65,37.5
20,335520,1,0.597,91.95,19,20
34,348339,0,0.404,144.332,23,34
64,239224,0,0.218,70.124,102,64
37,240746,0,0.517,161.741,107,37
29,162500,0,0.644,80.065,93,29
76,230613,0,0.509,156.909,91,76
24,108360,0,0.571,102.807,112,24
57,206160,0,0.247,172.792,47,57
57,269895,0,0.447,95.008,47,57
