"popularity","valence","duration_ms","explicit","danceability","tempo","genre_numeric","popularity_artist"
48,0.0751,335621,0,0.269,169.671,41,43.9268292682927
41,0.197,209600,0,0.346,105.475,41,43.9268292682927
52,0.148,209293,0,0.326,136.186,10,43.9268292682927
38,0.837,160914,0,0.627,159.904,41,43.9268292682927
49,0.264,208608,0,0.649,121.954,10,43.9268292682927
39,0.138,275880,0,0.33,136.809,41,43.9268292682927
48,0.111,389820,0,0.398,133.991,41,43.9268292682927
39,0.197,236840,0,0.303,172.003,41,43.9268292682927
40,0.397,372720,0,0.509,136.969,41,43.9268292682927
38,0.883,167555,0,0.842,109.997,41,43.9268292682927
48,0.0751,335621,0,0.269,169.671,10,43.9268292682927
39,0.913,201038,0,0.712,140.209,41,43.9268292682927
53,0.321,381318,0,0.52,119.991,41,43.9268292682927
51,0.114,390953,0,0.4,133.928,10,43.9268292682927
38,0.964,189799,0,0.673,153.984,41,43.9268292682927
41,0.921,189939,0,0.744,157.956,41,43.9268292682927
51,0.114,390953,0,0.4,133.928,41,43.9268292682927
45,0.372,250586,0,0.587,98.837,10,43.9268292682927
43,0.382,359166,0,0.529,149.813,41,43.9268292682927
43,0.208,263174,0,0.446,127.494,10,43.9268292682927
49,0.264,208608,0,0.649,121.954,41,43.9268292682927
40,0.445,272741,0,0.309,143.081,41,43.9268292682927
40,0.282,250682,0,0.511,81.947,41,43.9268292682927
47,0.389,295360,0,0.505,139.992,10,43.9268292682927
44,0.229,273488,0,0.218,136.743,10,44
44,0.229,273488,0,0.218,136.743,41,44
44,0.232,289459,0,0.436,133.844,41,44
44,0.232,289459,0,0.436,133.844,10,44
14,0.742,228501,0,0.721,128.004,14,12.6666666666667
13,0.284,351085,0,0.735,126.013,14,12.6666666666667
13,0.606,210000,0,0.703,127.987,14,12.6666666666667
27,0.566,232500,0,0.726,128.01,14,12.6666666666667
4,0.645,355238,0,0.842,126.034,14,12.6666666666667
5,0.286,363750,0,0.748,128.014,14,12.6666666666667
6,0.388,216093,0,0.801,126.028,14,6
0,0.0351,1149100,0,0.266,122.001,60,0.153846153846154
1,0.0336,624266,0,0.205,72.288,60,0.153846153846154
0,0.0693,302210,0,0.265,107.599,60,0.153846153846154
0,0.193,664607,0,0.225,68.003,60,0.153846153846154
0,0.0606,649221,0,0.433,102.828,60,0.153846153846154
0,0.0659,257410,0,0.461,147.657,60,0.153846153846154
1,0.0334,630595,0,0.159,73.904,60,0.153846153846154
0,0.122,599405,0,0.426,65.296,60,0.153846153846154
0,0.039,394840,0,0.0631,68.005,60,0.153846153846154
0,0.964,459240,0,0.0645,79.441,60,0.153846153846154
0,0.0594,546272,0,0.183,98.295,60,0.153846153846154
0,0.94,468662,0,0.0579,75.297,60,0.153846153846154
0,0.0654,642173,0,0.43,102.004,60,0.153846153846154
0,0.157,123706,0,0.374,101.504,60,0.111111111111111
0,0.174,182360,0,0.268,87.397,60,0.111111111111111
0,0.0701,122666,0,0.394,69.119,60,0.111111111111111
0,0.186,778653,0,0.117,84.208,60,0.111111111111111
0,0.2,215466,0,0.26,128.051,60,0.111111111111111
0,0.0616,591373,0,0.146,176.487,60,0.111111111111111
0,0.136,24666,0,0.187,96.548,60,0.111111111111111
0,0.152,145040,0,0.565,140.67,60,0.111111111111111
1,0.0513,336306,0,0.179,166.961,60,0.111111111111111
0,0.291,93600,0,0.608,132.638,60,0
0,0.251,101600,0,0.556,94.727,60,0
0,0.178,62200,0,0.61,130.204,60,0
0,0.078,212200,0,0.523,135.216,60,0
0,0.432,101800,0,0.542,83.478,60,0
0,0.0366,111600,0,0.563,111.515,60,0
0,0.14,101800,0,0.597,92.121,60,0
0,0.466,101800,0,0.554,84.575,60,0
0,0.123,125879,0,0.352,64.985,60,0
0,0.111,109532,0,0.279,107.117,60,0
0,0.0385,348891,0,0.243,169.694,60,0
0,0.0354,379663,0,0.204,66.924,60,0
0,0.0365,289149,0,0.275,126.95,60,0
0,0.0364,340506,0,0.158,67.645,60,0
0,0.0556,208185,0,0.245,169.597,60,0
0,0.0364,157296,0,0.354,129.304,60,0
0,0.305,219042,0,0.447,179.901,60,0
0,0.0542,157400,0,0.387,137.69,60,0
0,0.066,129000,0,0.377,140.067,60,0
0,0.0475,308200,0,0.328,77.218,60,0
0,0.114,249000,0,0.407,76.945,60,0
0,0.0689,280000,0,0.414,136.27,60,0
0,0.0387,651400,0,0.325,65.46,60,0
0,0.0679,280000,0,0.328,71.226,60,0
0,0.122,210493,0,0.444,113.868,60,0
0,0.0378,284573,0,0.254,84.693,60,0
0,0.0393,594026,0,0.347,77.227,60,0
0,0.039,482226,0,0.231,74.291,60,0
0,0.0738,272320,0,0.438,112.02,60,0
0,0.0508,238280,0,0.207,74.194,60,0
0,0.0353,312533,0,0.3,83.755,60,0
0,0.0386,204026,0,0.182,175.523,60,0
0,0.0342,367124,0,0.208,95.581,60,0
0,0.0376,315715,0,0.0982,82.459,60,0
0,0.0346,500088,0,0.0709,76.002,60,0
0,0.0319,472790,0,0.0627,52.211,60,0
0,0.0359,614791,0,0.0854,62.236,60,0
0,0.0339,375248,0,0.193,78.039,60,0
0,0.0771,383085,0,0.303,165.211,60,0
0,0.0377,580780,0,0.222,127.476,60,0
0,0.0395,348917,0,0.239,91.778,60,0
0,0.0371,629420,0,0.158,78.383,60,0
0,0.164,262713,0,0.427,77.71,60,0
0,0.0273,319738,0,0.125,67.481,60,0
20,0.9,265066,0,0.569,108.485,8,21
22,0.961,205800,0,0.431,149.652,8,21
54,0.601,176360,0,0.542,131.976,8,39.5
25,0.802,143333,0,0.66,133.64,8,39.5
23,0.325,213213,0,0.466,81.433,8,25.2857142857143
22,0.398,341053,0,0.362,135.318,8,25.2857142857143
27,0.78,184893,0,0.479,107.161,8,25.2857142857143
23,0.491,219826,0,0.463,129.548,8,25.2857142857143
22,0.783,208240,0,0.607,105.306,8,25.2857142857143
20,0.799,203893,0,0.627,104.168,8,25.2857142857143
30,0.766,190866,0,0.474,136.808,8,25.2857142857143
24,0.839,165493,0,0.587,139.561,8,25.2857142857143
24,0.455,243400,0,0.516,125.18,8,25.2857142857143
27,0.572,407040,0,0.368,142.849,8,25.2857142857143
25,0.866,188400,0,0.466,112.448,8,25.2857142857143
22,0.304,224880,0,0.626,133.852,8,25.2857142857143
21,0.78,140880,0,0.577,109.785,8,25.2857142857143
23,0.424,237466,0,0.43,116.222,8,25.2857142857143
24,0.963,154506,0,0.626,125.139,8,25.2857142857143
23,0.499,199240,0,0.471,118.579,8,25.2857142857143
22,0.0845,174000,0,0.495,113.953,8,25.2857142857143
64,0.388,260800,0,0.514,171.816,8,25.2857142857143
28,0.605,243266,0,0.456,180.911,8,25.2857142857143
22,0.23,265813,0,0.417,111.684,8,25.2857142857143
22,0.5,173893,0,0.516,190.145,8,25.2857142857143
23,0.314,208026,0,0.515,95.596,8,25.2857142857143
23,0.794,177466,0,0.627,108.778,8,25.2857142857143
21,0.656,164893,0,0.62,92.933,8,25.2857142857143
23,0.746,167453,0,0.543,112.205,8,25.2857142857143
57,0.448,261120,0,0.509,169.642,8,25.2857142857143
21,0.238,240653,0,0.425,159.877,8,25.2857142857143
20,0.819,182360,0,0.568,109.016,8,25.2857142857143
25,0.866,188400,0,0.466,112.448,8,25.2857142857143
23,0.93,167733,0,0.456,125.985,8,25.2857142857143
22,0.498,298373,0,0.379,76.271,8,25.2857142857143
24,0.588,247733,0,0.571,131.633,8,25.2857142857143
21,0.922,178960,0,0.685,108.738,8,25.2857142857143
22,0.244,249453,0,0.558,80.457,8,25.2857142857143
22,0.386,282586,0,0.514,159.562,8,25.2857142857143
52,0.161,260826,0,0.532,74.47,8,52
43,0.268,299120,0,0.345,74.761,8,48
53,0.418,281306,0,0.598,103.233,8,48
24,0.311,184466,0,0.496,101.117,108,24
24,0.32,184733,0,0.424,100.462,108,24
55,0.114,198102,1,0.519,75,33,56
57,0.184,229213,0,0.519,119.919,33,56
59,0.423,226000,0,0.768,120.042,33,59
23,0.858,313573,0,0.546,172.996,28,19
16,0.0302,300515,0,0.689,171.974,28,19
19,0.117,329302,0,0.688,172,28,19
18,0.147,293369,0,0.685,173.985,28,19
20,0.479,272968,0,0.685,172.04,28,20
15,0.561,328201,0,0.68,174.038,28,15
18,0.171,298275,0,0.645,171.983,28,18
48,0.774,457280,0,0.423,130.675,66,46.4
46,0.682,441333,0,0.361,77.538,66,46.4
48,0.816,291240,0,0.569,95.184,66,46.4
52,0.122,87733,0,0.229,146.384,66,46.4
53,0.922,363333,0,0.565,135.01,66,46.4
52,0.624,309413,0,0.427,103.379,66,46.4
54,0.692,389906,0,0.489,117.955,66,46.4
51,0.586,390386,0,0.587,87.938,66,46.4
49,0.723,343373,0,0.672,101.988,66,46.4
46,0.126,184826,0,0.245,78.394,66,46.4
51,0.692,389906,0,0.489,117.955,66,46.4
56,0.773,328000,0,0.425,77.7,66,46.4
0,0.445,266383,0,0.505,112.102,66,46.4
45,0.657,313826,0,0.46,171.638,66,46.4
45,0.673,307960,0,0.591,107.05,66,46.4
45,0.614,432746,0,0.772,124.611,66,45
31,0.193,245000,0,0.42,107.862,66,31
31,0.193,245000,0,0.42,107.862,82,31
31,0.193,245000,0,0.42,107.862,81,31
52,0.415,341054,0,0.562,122.925,66,69.5714285714286
73,0.415,341054,0,0.562,122.925,66,69.5714285714286
72,0.415,341054,0,0.562,122.925,82,69.5714285714286
72,0.415,341054,0,0.562,122.925,66,69.5714285714286
73,0.415,341054,0,0.562,122.925,82,69.5714285714286
72,0.415,341054,0,0.562,122.925,81,69.5714285714286
73,0.415,341054,0,0.562,122.925,81,69.5714285714286
46,0.45,250639,0,0.74,119.881,66,46
46,0.585,455000,0,0.6,94.95,66,46
49,0.446,409026,0,0.596,108.721,66,49
52,0.962,519360,0,0.656,98.895,66,52
55,0.874,474653,0,0.613,122.056,66,50.25
51,0.801,328640,0,0.533,120.553,66,50.25
57,0.768,300400,0,0.529,138.841,82,50.25
57,0.768,300400,0,0.529,138.841,66,50.25
49,0.475,415666,0,0.388,80.017,66,50.25
50,0.476,395560,0,0.515,139.905,66,50.25
48,0.54,335000,0,0.712,114.975,66,50.25
47,0.86,353000,0,0.626,114.021,66,50.25
49,0.964,318706,0,0.424,189.085,66,50.25
44,0.725,318546,0,0.622,128.844,66,50.25
50,0.74,371666,0,0.59,120.515,66,50.25
46,0.752,423986,0,0.444,83.98,66,50.25
45,0.858,421266,0,0.511,107.245,66,45
49,0.814,337840,0,0.666,126.016,66,49
46,0.797,306666,0,0.506,152.749,66,52.6666666666667
56,0.907,436333,0,0.593,133.067,82,52.6666666666667
56,0.907,436333,0,0.593,133.067,66,52.6666666666667
48,0.961,373186,0,0.329,176.143,66,49
50,0.961,373186,0,0.329,176.143,66,49
49,0.509,270967,0,0.623,92.948,66,49
48,0.945,324880,0,0.722,97.991,66,48
47,0.6,321000,0,0.389,81.157,66,51.8421052631579
53,0.649,266720,0,0.526,150.16,66,51.8421052631579
45,0.961,327000,0,0.622,170.058,66,51.8421052631579
55,0.614,378026,0,0.682,95.007,66,51.8421052631579
52,0.565,250920,0,0.643,89.92,66,51.8421052631579
44,0.782,360893,0,0.656,103.225,66,51.8421052631579
45,0.898,438040,0,0.515,89.052,66,51.8421052631579
53,0.691,363013,0,0.602,103.198,66,51.8421052631579
55,0.917,271000,0,0.609,81.03,66,51.8421052631579
54,0.634,357786,0,0.398,143.147,66,51.8421052631579
50,0.793,301087,0,0.718,139.079,66,51.8421052631579
44,0.599,377160,0,0.609,93.175,66,51.8421052631579
53,0.738,445120,0,0.583,145.984,66,51.8421052631579
55,0.732,339840,0,0.627,108.042,66,51.8421052631579
63,0.551,355840,0,0.436,103.104,82,51.8421052631579
52,0.881,261000,0,0.591,89.981,66,51.8421052631579
63,0.551,355840,0,0.436,103.104,66,51.8421052631579
52,0.835,382000,0,0.368,173.7,66,51.8421052631579
50,0.735,336973,0,0.363,77.67,66,51.8421052631579
50,0.735,304000,0,0.655,113.039,66,50
54,0.619,415476,0,0.444,115.051,66,53
52,0.619,415476,0,0.444,115.051,66,53
20,0.706,184557,1,0.597,106.316,61,21.0454545454545
19,0.468,224000,1,0.775,105.047,61,21.0454545454545
21,0.936,199392,1,0.673,130.169,61,21.0454545454545
26,0.815,192028,0,0.745,106.149,61,21.0454545454545
21,0.45,192000,0,0.783,120.147,61,21.0454545454545
22,0.278,130000,1,0.458,193.092,61,21.0454545454545
19,0.851,169157,1,0.611,105.256,61,21.0454545454545
23,0.507,192783,0,0.678,100.302,61,21.0454545454545
23,0.575,183475,1,0.567,171.05,61,21.0454545454545
23,0.691,166373,1,0.492,132.824,61,21.0454545454545
21,0.721,186122,1,0.642,98.737,61,21.0454545454545
23,0.719,217710,1,0.588,130.459,61,21.0454545454545
22,0.843,150857,1,0.788,105.075,61,21.0454545454545
21,0.43,157690,1,0.59,109.652,61,21.0454545454545
0,0.674,180594,1,0.772,101.071,22,21.0454545454545
26,0.815,192028,0,0.745,106.149,22,21.0454545454545
22,0.789,169461,1,0.611,106.479,61,21.0454545454545
21,0.534,188000,0,0.499,70.471,61,21.0454545454545
23,0.435,146407,0,0.544,132.932,61,21.0454545454545
0,0.674,180594,1,0.772,101.071,61,21.0454545454545
24,0.424,210000,1,0.864,104.036,61,21.0454545454545
43,0.714,180620,1,0.774,101.04,61,21.0454545454545
22,0.771,175841,1,0.794,101.268,61,22
21,0.285,164000,1,0.658,133.836,61,20.5
20,0.697,144131,0,0.727,104.089,61,20.5
42,0.394,314017,1,0.755,125.927,61,42
35,0.214,163680,0,0.546,125.024,87,37
38,0.688,204093,0,0.583,150.073,86,37
38,0.688,204093,0,0.583,150.073,87,37
34,0.427,243809,1,0.838,125.973,37,34
19,0.121,151813,0,0.254,80.013,15,30.6666666666667
20,0.172,222960,0,0.402,80.51,15,30.6666666666667
53,0.601,123808,0,0.85,94.428,15,30.6666666666667
22,0.489,240746,0,0.469,145.66,42,22
18,0.0661,195573,0,0.197,103.233,77,20
20,0.031,384293,0,0.0892,178.682,77,20
22,0.0855,211000,0,0.347,95.298,77,20
65,0.576,279308,0,0.485,142.046,9,65
42,0.469,154571,0,0.74,104.996,66,48.2
50,0.0752,213571,0,0.659,125.939,66,48.2
52,0.602,221960,0,0.548,152.728,66,48.2
46,0.349,201774,0,0.676,78.013,66,48.2
51,0.661,210918,0,0.637,87.944,66,48.2
51,0.531,266959,0,0.667,147.988,66,51
44,0.721,177600,0,0.798,100.003,66,44
60,0.145,290413,0,0.39,143.977,114,58.5
57,0.0611,296343,0,0.472,144.01,114,58.5
65,0.56,257346,0,0.558,111.994,73,49
24,0.27,200293,0,0.288,100.824,73,49
60,0.229,277346,0,0.436,144.015,73,49
58,0.245,218533,0,0.543,108.058,73,49
53,0.378,256279,0,0.468,91.958,73,49
57,0.195,202440,0,0.241,97.015,73,49
26,0.564,222266,0,0.459,97.033,73,49
0,0.61,193151,0,0.449,171.016,91,19.5294117647059
67,0.58,187140,0,0.424,176.014,86,19.5294117647059
2,0.788,199253,0,0.574,128.034,91,19.5294117647059
0,0.61,193151,0,0.449,171.016,91,19.5294117647059
60,0.765,216689,0,0.519,130.043,87,19.5294117647059
0,0.788,199253,0,0.574,128.034,91,19.5294117647059
60,0.196,224200,0,0.313,169.871,87,19.5294117647059
0,0.61,193151,0,0.449,171.016,87,19.5294117647059
0,0.61,193151,0,0.449,171.016,86,19.5294117647059
77,0.572,182826,0,0.459,181.04,87,19.5294117647059
56,0.4,244823,0,0.56,99.978,87,19.5294117647059
0,0.61,193151,0,0.449,171.016,91,19.5294117647059
1,0.61,193151,0,0.449,171.016,91,19.5294117647059
60,0.196,224200,0,0.313,169.871,86,19.5294117647059
0,0.61,193151,0,0.449,171.016,87,19.5294117647059
0,0.788,199253,0,0.574,128.034,87,19.5294117647059
2,0.788,199253,0,0.574,128.034,87,19.5294117647059
0,0.61,193151,0,0.449,171.016,87,19.5294117647059
1,0.61,193151,0,0.449,171.016,87,19.5294117647059
2,0.788,199253,0,0.574,128.034,86,19.5294117647059
0,0.788,199253,0,0.574,128.034,91,19.5294117647059
67,0.58,187140,0,0.424,176.014,87,19.5294117647059
0,0.61,193151,0,0.449,171.016,86,19.5294117647059
0,0.788,199253,0,0.574,128.034,86,19.5294117647059
0,0.788,199253,0,0.574,128.034,87,19.5294117647059
1,0.61,193151,0,0.449,171.016,91,19.5294117647059
0,0.788,199253,0,0.574,128.034,86,19.5294117647059
77,0.572,182826,0,0.459,181.04,86,19.5294117647059
66,0.663,198000,1,0.497,181.074,87,19.5294117647059
1,0.61,193151,0,0.449,171.016,86,19.5294117647059
60,0.765,216689,0,0.519,130.043,86,19.5294117647059
1,0.61,193151,0,0.449,171.016,86,19.5294117647059
2,0.61,193151,0,0.449,171.016,86,19.5294117647059
1,0.61,193151,0,0.449,171.016,87,19.5294117647059
71,0.782,174067,1,0.369,78.532,86,71
71,0.782,174067,1,0.369,78.532,87,71
66,0.793,174424,1,0.51,162.092,86,66
66,0.793,174424,1,0.51,162.092,87,66
1,0.4,213289,0,0.384,85.451,94,0.5
0,0.712,177905,0,0.44,115.279,94,0.5
0,0.513,219066,0,0.442,115.822,94,0
1,0.227,175360,0,0.35,152.065,94,1
1,0.227,175360,0,0.35,152.065,94,1
40,0.651,186283,0,0.77,136.046,113,40.7142857142857
40,0.398,155600,0,0.503,79.462,113,40.7142857142857
42,0.81,175437,0,0.527,76.262,113,40.7142857142857
43,0.795,202615,0,0.708,87.788,113,40.7142857142857
38,0.573,265454,1,0.726,132.067,113,40.7142857142857
37,0.453,256708,0,0.717,130.059,113,40.7142857142857
45,0.873,210390,0,0.625,77.81,113,40.7142857142857
40,0.615,201734,0,0.693,174.008,113,40
37,0.589,141716,0,0.836,82.954,113,37
3,0.0376,198506,0,0.249,78.031,46,3
45,0.124,151124,0,0.644,117.092,46,45
54,0.678,166213,0,0.749,120.005,24,54
57,0.627,197346,0,0.833,116.98,24,57
0,0.329,146585,0,0.622,124.043,40,0
0,0.329,146585,0,0.622,124.043,31,0
0,0.329,146585,0,0.622,124.043,54,0
56,0.685,207013,0,0.734,122.072,24,54.5
53,0.674,206373,0,0.734,122.065,24,54.5
60,0.49,130175,0,0.724,126.045,24,60
2,0.381,169000,0,0.593,121.97,31,2
2,0.381,169000,0,0.593,121.97,54,2
2,0.381,169000,0,0.593,121.97,40,2
0,0.557,149055,0,0.579,123.892,54,0
0,0.557,149055,0,0.579,123.892,40,0
0,0.557,149055,0,0.579,123.892,31,0
2,0.344,158704,0,0.739,124.921,24,15.4
2,0.344,158704,0,0.739,124.921,54,15.4
2,0.344,158704,0,0.739,124.921,40,15.4
2,0.344,158704,0,0.739,124.921,31,15.4
69,0.344,158704,0,0.739,124.921,24,15.4
0,0.907,84760,0,0.589,138.573,9,0
0,0.453,181840,0,0.653,88.643,9,0
40,0.149,163770,0,0.351,137.927,111,40.6666666666667
42,0.255,223152,0,0.329,137.955,111,40.6666666666667
40,0.149,163770,0,0.351,137.927,84,40.6666666666667
42,0.237,214263,0,0.41,139.991,111,42
0,0.401,191380,0,0.545,163.795,26,0
0,0.97,181080,0,0.758,112.028,26,0
0,0.97,181080,0,0.758,112.028,26,0
0,0.401,191380,0,0.545,163.795,26,0
0,0.401,191380,0,0.545,163.795,26,0
0,0.97,181080,0,0.758,112.028,26,0
0,0.487,177986,0,0.726,126.023,26,0
0,0.925,195933,0,0.722,125.955,26,0
41,0.552,250322,1,0.518,90.088,40,41
37,0.418,221066,0,0.493,180.002,87,38.1666666666667
37,0.293,233622,0,0.511,152.087,87,38.1666666666667
36,0.441,234351,0,0.601,80.961,87,38.1666666666667
37,0.51,205973,0,0.447,170.041,87,38.1666666666667
41,0.849,134626,0,0.432,173.168,86,38.1666666666667
37,0.435,262546,0,0.482,94.978,87,38.1666666666667
40,0.964,175333,0,0.695,120.068,87,38.1666666666667
39,0.457,222026,0,0.502,100.99,86,38.1666666666667
40,0.964,175333,0,0.695,120.068,86,38.1666666666667
39,0.457,222026,0,0.502,100.99,87,38.1666666666667
37,0.404,202773,0,0.404,180.121,87,38.1666666666667
38,0.664,221598,0,0.675,128.008,87,38.1666666666667
1,0.638,177960,0,0.346,189.486,100,13.1176470588235
0,0.856,227751,0,0.556,141.348,64,13.1176470588235
1,0.638,177960,0,0.346,189.486,9,13.1176470588235
0,0.856,227751,0,0.556,141.348,35,13.1176470588235
1,0.638,177960,0,0.346,189.486,35,13.1176470588235
0,0.856,227751,0,0.556,141.348,100,13.1176470588235
1,0.638,177960,0,0.346,189.486,20,13.1176470588235
1,0.638,177960,0,0.346,189.486,64,13.1176470588235
72,0.68,180066,0,0.585,94.461,9,13.1176470588235
0,0.856,227751,0,0.556,141.348,9,13.1176470588235
72,0.68,180066,0,0.585,94.461,64,13.1176470588235
0,0.856,227751,0,0.556,141.348,103,13.1176470588235
1,0.638,177960,0,0.346,189.486,48,13.1176470588235
0,0.856,227751,0,0.556,141.348,48,13.1176470588235
72,0.68,180066,0,0.585,94.461,48,13.1176470588235
1,0.638,177960,0,0.346,189.486,103,13.1176470588235
0,0.856,227751,0,0.556,141.348,20,13.1176470588235
41,0.189,244900,0,0.435,69.027,1,47.5
54,0.528,218502,0,0.546,79.785,1,47.5
54,0.528,218502,0,0.546,79.785,12,47.5
41,0.189,244900,0,0.435,69.027,12,47.5
50,0.202,216052,0,0.525,147.997,12,50
50,0.202,216052,0,0.525,147.997,1,50
15,0.156,217706,0,0.61,138.705,18,13.6666666666667
19,0.438,277386,0,0.511,164.721,18,13.6666666666667
7,0.802,185866,0,0.516,92.863,18,13.6666666666667
22,0.785,211600,0,0.642,89.344,42,24.6666666666667
22,0.459,234666,1,0.687,91.937,42,24.6666666666667
29,0.611,211385,0,0.653,87.025,22,24.6666666666667
23,0.635,200957,1,0.484,106.355,42,24.6666666666667
29,0.611,211385,0,0.653,87.025,42,24.6666666666667
23,0.699,229503,0,0.586,172.001,42,24.6666666666667
23,0.633,200576,0,0.668,77.781,42,23
26,0.353,202925,0,0.247,154.795,51,26.7676767676768
39,0.374,211348,0,0.477,127.218,72,26.7676767676768
21,0.204,256092,0,0.377,114.94,51,26.7676767676768
36,0.38,232026,0,0.559,140.064,51,26.7676767676768
37,0.406,259959,0,0.353,88.325,51,26.7676767676768
24,0.404,214479,0,0.23,139.579,51,26.7676767676768
25,0.326,161626,0,0.276,93.443,51,26.7676767676768
30,0.287,202678,0,0.263,78.918,51,26.7676767676768
39,0.451,239466,0,0.503,89.032,72,26.7676767676768
0,0.443,284000,0,0.403,129.051,72,26.7676767676768
28,0.505,239300,0,0.321,91.096,51,26.7676767676768
23,0.454,265681,0,0.27,133.206,51,26.7676767676768
25,0.427,210132,0,0.203,165.342,51,26.7676767676768
22,0.259,232318,0,0.275,85.647,51,26.7676767676768
24,0.182,232707,0,0.271,100.051,51,26.7676767676768
21,0.535,209333,0,0.316,134.401,51,26.7676767676768
23,0.815,115960,0,0.555,146.969,51,26.7676767676768
21,0.216,191613,0,0.452,98.732,51,26.7676767676768
31,0.395,178333,0,0.206,154.657,51,26.7676767676768
21,0.3,215278,0,0.308,109.243,51,26.7676767676768
25,0.404,208983,0,0.282,90.342,51,26.7676767676768
21,0.181,226933,0,0.363,60.992,51,26.7676767676768
38,0.461,232453,0,0.244,161.811,51,26.7676767676768
20,0.374,138232,0,0.223,145.811,51,26.7676767676768
22,0.42,200797,0,0.108,73.351,51,26.7676767676768
25,0.572,241653,0,0.217,77.734,51,26.7676767676768
25,0.239,250565,0,0.312,84.636,51,26.7676767676768
36,0.351,160533,0,0.401,73.666,51,26.7676767676768
24,0.376,202200,0,0.282,133.02,51,26.7676767676768
24,0.611,180645,0,0.341,95.378,51,26.7676767676768
21,0.379,170173,0,0.559,109.995,51,26.7676767676768
21,0.417,219501,0,0.289,166.084,51,26.7676767676768
34,0.474,202277,0,0.173,160.692,51,26.7676767676768
21,0.339,267093,0,0.264,137.942,51,26.7676767676768
33,0.421,178373,0,0.252,85.313,51,26.7676767676768
23,0.217,144880,0,0.257,145.4,51,26.7676767676768
21,0.429,153506,0,0.219,153.752,51,26.7676767676768
33,0.447,253026,0,0.42,125.885,51,26.7676767676768
30,0.507,214200,0,0.336,137.28,51,26.7676767676768
25,0.618,191326,0,0.316,124.173,51,26.7676767676768
0,0.443,284000,0,0.403,129.051,51,26.7676767676768
21,0.0714,184200,0,0.152,192.503,51,26.7676767676768
32,0.478,249144,0,0.203,73.988,51,26.7676767676768
39,0.535,136893,0,0.388,145.323,72,26.7676767676768
21,0.502,197683,0,0.263,139.323,51,26.7676767676768
31,0.315,316906,0,0.353,119.527,51,26.7676767676768
31,0.471,283120,0,0.378,74.622,51,26.7676767676768
29,0.506,185266,0,0.311,151.975,51,26.7676767676768
22,0.255,226478,0,0.317,76.588,51,26.7676767676768
25,0.445,121973,0,0.349,142.284,51,26.7676767676768
33,0.527,248973,0,0.426,174.11,51,26.7676767676768
23,0.463,126313,0,0.226,178.646,51,26.7676767676768
21,0.186,126119,0,0.291,133.937,51,26.7676767676768
21,0.342,82858,0,0.32,136.632,51,26.7676767676768
23,0.501,233586,0,0.478,88.011,51,26.7676767676768
39,0.451,239466,0,0.503,89.032,51,26.7676767676768
22,0.439,171733,0,0.385,112.809,51,26.7676767676768
34,0.704,207840,0,0.561,132.086,51,26.7676767676768
23,0.501,220266,0,0.427,132.008,51,26.7676767676768
29,0.345,245200,0,0.435,124.947,51,26.7676767676768
39,0.535,136893,0,0.388,145.323,51,26.7676767676768
28,0.409,124600,0,0.509,152.425,51,26.7676767676768
19,0.234,200292,0,0.26,137.007,51,26.7676767676768
30,0.614,206608,0,0.18,160.476,51,26.7676767676768
31,0.197,243573,0,0.576,96.882,51,26.7676767676768
21,0.294,90469,0,0.258,148.153,51,26.7676767676768
41,0.576,243106,0,0.58,116.936,72,26.7676767676768
32,0.424,234973,0,0.415,129.036,51,26.7676767676768
24,0.319,197000,0,0.289,158.696,51,26.7676767676768
27,0.548,203412,0,0.242,143.867,51,26.7676767676768
41,0.576,243106,0,0.58,116.936,51,26.7676767676768
26,0.485,198086,0,0.291,136.092,51,26.7676767676768
30,0.417,207930,0,0.416,103.829,51,26.7676767676768
20,0.241,249277,0,0.283,127.51,51,26.7676767676768
22,0.451,238037,0,0.299,135.982,51,26.7676767676768
32,0.531,248233,0,0.364,92.996,51,26.7676767676768
38,0.461,232453,0,0.244,161.811,72,26.7676767676768
25,0.482,281570,0,0.246,136.461,51,26.7676767676768
35,0.66,181133,0,0.247,92.263,51,26.7676767676768
21,0.344,239253,0,0.361,82.402,51,26.7676767676768
22,0.31,157800,0,0.199,152.192,51,26.7676767676768
26,0.652,207680,0,0.528,146.02,51,26.7676767676768
21,0.229,211559,0,0.248,66.38,51,26.7676767676768
24,0.549,250464,0,0.197,98.257,51,26.7676767676768
26,0.551,176040,0,0.242,85.794,51,26.7676767676768
19,0.349,294607,0,0.247,139.398,51,26.7676767676768
31,0.139,1129160,0,0.269,143.908,51,26.7676767676768
23,0.294,176600,0,0.251,120.685,51,26.7676767676768
24,0.474,196693,0,0.286,135.295,51,26.7676767676768
26,0.336,191359,0,0.379,116.402,51,26.7676767676768
39,0.374,211348,0,0.477,127.218,51,26.7676767676768
22,0.834,162613,0,0.353,164.859,51,26.7676767676768
32,0.433,294560,0,0.292,93.379,51,26.7676767676768
31,0.42,289093,0,0.55,119.973,51,26.7676767676768
32,0.461,241320,0,0.339,142.518,51,26.7676767676768
22,0.209,148006,0,0.227,111.812,51,26.7676767676768
34,0.525,202400,0,0.543,101.146,51,26.7676767676768
24,0.32,211292,0,0.219,104.587,51,26.7676767676768
33,0.557,274266,0,0.366,140.506,51,26.7676767676768
21,0.308,114528,0,0.21,144.812,51,22
20,0.334,141333,0,0.189,152.878,51,22
