"popularity","valence","duration_ms","explicit","danceability","tempo","genre_numeric","popularity_artist"
15,0.763,195093,0,0.679,119.989,18,37.8571428571429
43,0.319,206040,0,0.586,121.755,18,37.8571428571429
15,0.763,195093,0,0.679,119.989,18,37.8571428571429
48,0.223,141560,0,0.406,99.854,18,48
26,0.109,211093,0,0.286,96.649,18,31
36,0.487,204453,0,0.796,117.987,18,31
49,0.224,274133,0,0.417,154.022,18,49
46,0.335,194586,0,0.694,113.02,18,46
0,0.829,177586,0,0.63,95.244,100,0
0,0.181,199200,0,0.32,77.762,88,0
0,0.826,178626,0,0.597,108.987,100,0
0,0.181,199200,0,0.32,77.762,20,0
0,0.826,178626,0,0.597,108.987,35,0
0,0.826,178626,0,0.597,108.987,103,0
0,0.181,199200,0,0.32,77.762,35,0
0,0.826,178626,0,0.597,108.987,88,0
0,0.829,177586,0,0.63,95.244,35,0
0,0.829,177586,0,0.63,95.244,103,0
0,0.826,178626,0,0.597,108.987,20,0
0,0.181,199200,0,0.32,77.762,100,0
0,0.181,199200,0,0.32,77.762,103,0
22,0.901,165000,0,0.617,165.557,93,22
64,0.151,244133,0,0.34,137.042,100,64
64,0.151,244133,0,0.34,137.042,103,64
38,0.761,202002,0,0.702,151.006,107,38
39,0.784,235973,0,0.671,130.008,107,38
37,0.523,266160,0,0.616,142.003,107,38
39,0.147,253893,0,0.449,121.911,63,38
39,0.147,253893,0,0.449,121.911,65,38
36,0.141,605100,0,0.329,124.21,63,38
38,0.7,300720,0,0.558,77.993,63,38
38,0.7,300720,0,0.558,77.993,65,38
9,0.811,553693,0,0.699,124.997,14,9.89189189189189
6,0.877,730552,0,0.796,125.521,14,9.89189189189189
9,0.605,438024,0,0.707,123.024,14,9.89189189189189
5,0.821,469170,0,0.788,124.906,14,9.89189189189189
8,0.78,448770,0,0.715,122.008,14,9.89189189189189
7,0.672,397133,0,0.696,122.015,14,9.89189189189189
16,0.81,424506,0,0.769,122.011,14,9.89189189189189
7,0.504,293221,0,0.76,106.8,14,9.89189189189189
15,0.303,381520,0,0.83,121.899,14,9.89189189189189
8,0.427,309650,0,0.83,124.75,14,9.89189189189189
6,0.824,422939,0,0.638,124.008,14,9.89189189189189
9,0.825,520813,0,0.714,124.01,14,9.89189189189189
8,0.857,449120,0,0.833,122.099,14,9.89189189189189
8,0.834,672844,0,0.742,120.007,14,9.89189189189189
11,0.385,323133,0,0.769,126.562,14,9.89189189189189
7,0.797,442572,0,0.711,126.038,14,9.89189189189189
8,0.655,416333,0,0.735,115.987,14,9.89189189189189
10,0.961,483557,0,0.704,123.984,14,9.89189189189189
12,0.912,461560,0,0.703,124.985,14,9.89189189189189
5,0.951,267480,0,0.758,111.009,14,9.89189189189189
8,0.91,492893,0,0.804,123.003,14,9.89189189189189
11,0.875,597013,0,0.707,124.008,14,9.89189189189189
6,0.531,388693,0,0.796,121.895,14,9.89189189189189
14,0.735,421120,0,0.781,119.974,14,9.89189189189189
9,0.873,486906,0,0.61,121.885,14,9.89189189189189
6,0.886,383160,0,0.727,124.006,14,9.89189189189189
5,0.805,479786,0,0.687,123.005,14,9.89189189189189
35,0.618,310040,0,0.862,125.761,14,9.89189189189189
7,0.496,614051,0,0.802,125.551,14,9.89189189189189
7,0.512,345000,0,0.783,120.015,14,9.89189189189189
33,0.323,407893,0,0.75,121.988,14,9.89189189189189
14,0.674,419360,0,0.688,119.93,14,9.89189189189189
7,0.923,380346,0,0.794,124.017,14,9.89189189189189
12,0.313,379733,0,0.694,127.68,14,9.89189189189189
7,0.961,538933,0,0.721,124.004,14,9.89189189189189
5,0.764,555876,0,0.715,120.034,14,9.89189189189189
6,0.923,550826,0,0.808,120.006,14,9.89189189189189
7,0.884,599042,0,0.822,127.013,14,7
22,0.461,70251,1,0.621,39.872,19,22.1666666666667
23,0.55,108184,1,0.556,82.004,19,22.1666666666667
20,0.37,134292,1,0.64,134.267,19,22.1666666666667
21,0.496,135119,1,0.608,109.817,19,22.1666666666667
24,0.263,72359,1,0.5,126.238,19,22.1666666666667
23,0.538,154372,1,0.569,86.388,19,22.1666666666667
38,0.969,648292,0,0.752,132,36,43
48,0.886,174052,0,0.624,161.666,36,43
42,0.972,119536,0,0.682,165.882,36,42
42,0.87,145315,0,0.503,157.971,36,42
29,0.475,264666,0,0.347,175.959,39,29
50,0.254,136538,0,0.698,156.131,16,50
26,0.743,166521,1,0.677,137.868,79,28.3333333333333
37,0.925,68445,0,0.619,126.536,79,28.3333333333333
26,0.801,151483,0,0.827,131.9,79,28.3333333333333
25,0.724,140982,0,0.788,142.128,79,28.3333333333333
24,0.737,217084,0,0.72,136.097,79,28.3333333333333
32,0.596,203859,0,0.74,134.079,79,28.3333333333333
34,0.571,177546,1,0.566,140.022,48,30.8571428571429
28,0.331,271846,0,0.629,119.982,49,30.8571428571429
34,0.571,177546,1,0.566,140.022,49,30.8571428571429
29,0.312,160946,1,0.449,173.042,49,30.8571428571429
33,0.48,200253,0,0.497,180.09,49,30.8571428571429
29,0.189,230906,1,0.536,105.005,49,30.8571428571429
29,0.335,217885,0,0.354,175.014,49,30.8571428571429
0,0.8,296106,0,0.77,116.917,26,53.4
64,0.657,261173,0,0.668,120.029,26,53.4
66,0.647,198373,0,0.779,116.284,26,53.4
69,0.802,296106,0,0.77,116.935,26,53.4
68,0.529,198066,0,0.777,116.669,26,53.4
51,0.724,230907,0,0.571,141.917,38,51
58,0.229,285209,0,0.827,137.966,103,58
58,0.229,285209,0,0.827,137.966,100,58
1,0.776,200306,0,0.552,178.115,68,0.25
0,0.423,293106,0,0.6,178.023,68,0.25
0,0.176,288880,0,0.515,137.722,68,0.25
0,0.82,205733,0,0.699,132.023,68,0.25
0,0.913,188080,1,0.85,92.986,68,0
0,0.253,232466,0,0.716,129.899,68,0
33,0.304,280621,0,0.596,119.944,37,33
36,0.435,270419,0,0.433,143.033,86,36
28,0.586,171070,0,0.585,180.008,106,28
26,0.517,253105,0,0.45,161.15,45,26
40,0.858,214016,0,0.931,100.025,22,40
36,0.114,468000,0,0.62,144.985,111,36
30,0.448,163013,0,0.657,145.997,106,30
76,0.64,177466,0,0.855,111.97,104,76
36,0.0373,408962,0,0.797,123.993,110,36
21,0.73,197186,0,0.367,187.089,83,21
51,0.925,252973,0,0.56,162.755,108,57.5
64,0.919,241760,0,0.669,107.887,108,57.5
11,0.0533,296000,0,0.302,109.866,55,11
32,0.477,261266,0,0.417,133.051,64,34.9166666666667
37,0.682,293200,0,0.334,178.053,64,34.9166666666667
33,0.194,259533,0,0.21,170.988,64,34.9166666666667
38,0.453,305533,0,0.389,125.946,64,34.9166666666667
32,0.691,163200,0,0.23,178.939,64,34.9166666666667
31,0.801,259533,0,0.539,115.033,64,34.9166666666667
33,0.731,168266,0,0.32,139.832,64,34.9166666666667
37,0.735,272866,0,0.402,147.868,63,34.9166666666667
37,0.735,272866,0,0.402,147.868,64,34.9166666666667
34,0.365,215866,0,0.257,180.043,64,34.9166666666667
38,0.453,305533,0,0.389,125.946,63,34.9166666666667
37,0.682,293200,0,0.334,178.053,63,34.9166666666667
21,0.347,273266,0,0.327,170.015,23,22
23,0.506,254440,0,0.493,138.081,23,22
52,0.707,181261,0,0.623,134.978,31,52
23,0.448,300186,0,0.528,135.014,59,21.5
20,0.513,270600,0,0.473,129.03,59,21.5
37,0.443,228000,0,0.542,159.951,80,37
21,0.355,211800,0,0.555,119.678,59,21
36,0.892,233360,0,0.605,115.53,64,36
1,0.475,201666,1,0.548,95.207,45,33.85
58,0.468,172826,0,0.428,124.115,45,33.85
68,0.376,246040,0,0.217,167.169,72,33.85
22,0.724,220839,0,0.563,170.022,45,33.85
0,0.412,227240,0,0.486,90.016,72,33.85
0,0.412,227240,0,0.486,90.016,4,33.85
1,0.475,201666,1,0.548,95.207,4,33.85
52,0.372,259133,0,0.245,184.042,45,33.85
49,0.435,208418,0,0.366,158.058,45,33.85
0,0.412,227240,0,0.486,90.016,3,33.85
59,0.603,177048,0,0.362,162.226,72,33.85
53,0.401,172826,0,0.44,124.099,45,33.85
68,0.376,246040,0,0.217,167.169,45,33.85
54,0.219,231118,0,0.25,165.207,45,33.85
66,0.475,304373,1,0.395,112.092,45,33.85
0,0.412,227240,0,0.486,90.016,45,33.85
59,0.603,177048,0,0.362,162.226,45,33.85
1,0.475,201666,1,0.548,95.207,72,33.85
1,0.475,201666,1,0.548,95.207,3,33.85
65,0.472,201666,1,0.543,95.19,45,33.85
24,0.426,90986,0,0.141,171.567,39,24.5
25,0.394,134600,0,0.36,92.21,39,24.5
43,0.764,228250,0,0.702,93.619,98,45.5
48,0.691,239052,0,0.757,105.079,98,45.5
28,0.382,201195,1,0.86,105.058,22,28
31,0.239,367066,1,0.192,124.118,64,35.1428571428571
34,0.407,226400,1,0.303,151.664,87,35.1428571428571
33,0.238,386400,1,0.325,140.237,64,35.1428571428571
38,0.445,204840,1,0.346,146.835,87,35.1428571428571
34,0.407,226400,1,0.303,151.664,64,35.1428571428571
38,0.445,204840,1,0.346,146.835,64,35.1428571428571
38,0.445,204840,1,0.346,146.835,86,35.1428571428571
41,0.685,202546,0,0.49,165.037,40,41
0,0.484,269533,0,0.512,92.358,23,50.8939393939394
54,0.376,260741,0,0.215,145.913,23,50.8939393939394
47,0.0387,344746,0,0.294,96.346,23,50.8939393939394
51,0.314,396634,0,0.265,105.134,44,50.8939393939394
52,0.0681,321786,0,0.395,136.839,23,50.8939393939394
58,0.243,237840,0,0.243,102.729,37,50.8939393939394
50,0.485,312751,0,0.494,124.064,44,50.8939393939394
53,0.118,258265,0,0.311,90.436,23,50.8939393939394
51,0.161,197906,0,0.224,113.354,23,50.8939393939394
59,0.513,300783,0,0.382,181.933,37,50.8939393939394
51,0.314,396634,0,0.265,105.134,23,50.8939393939394
52,0.32,342346,0,0.497,126.137,44,50.8939393939394
61,0.2,464453,0,0.266,95.438,44,50.8939393939394
58,0.243,237840,0,0.243,102.729,23,50.8939393939394
61,0.2,464453,0,0.266,95.438,37,50.8939393939394
60,0.4,271417,0,0.229,99.325,23,50.8939393939394
53,0.238,264947,0,0.351,169.999,23,50.8939393939394
65,0.495,269533,0,0.513,92.358,44,50.8939393939394
51,0.324,239960,0,0.393,99.213,44,50.8939393939394
48,0.183,332760,0,0.316,112.035,23,50.8939393939394
48,0.107,302293,0,0.245,105.939,23,50.8939393939394
61,0.2,464453,0,0.266,95.438,23,50.8939393939394
52,0.32,342346,0,0.497,126.137,23,50.8939393939394
58,0.079,257733,0,0.143,87.803,37,50.8939393939394
55,0.13,246680,0,0.238,185.3,23,50.8939393939394
59,0.513,300783,0,0.382,181.933,44,50.8939393939394
62,0.242,212653,0,0.333,137.052,37,50.8939393939394
53,0.238,264947,0,0.351,169.999,44,50.8939393939394
51,0.324,239960,0,0.393,99.213,23,50.8939393939394
57,0.114,594213,0,0.493,137.967,23,50.8939393939394
52,0.0819,356800,0,0.197,157.221,44,50.8939393939394
49,0.191,402493,0,0.375,66.751,23,50.8939393939394
62,0.242,212653,0,0.333,137.052,72,50.8939393939394
50,0.485,312751,0,0.494,124.064,23,50.8939393939394
65,0.495,269533,0,0.513,92.358,23,50.8939393939394
58,0.079,257733,0,0.143,87.803,23,50.8939393939394
62,0.242,212653,0,0.333,137.052,23,50.8939393939394
53,0.302,291626,0,0.586,88.046,44,50.8939393939394
52,0.0681,321786,0,0.395,136.839,44,50.8939393939394
59,0.513,300783,0,0.382,181.933,23,50.8939393939394
54,0.376,260741,0,0.215,145.913,44,50.8939393939394
65,0.495,269533,0,0.513,92.358,72,50.8939393939394
0,0.484,269533,0,0.512,92.358,72,50.8939393939394
65,0.495,269533,0,0.513,92.358,37,50.8939393939394
60,0.4,271417,0,0.229,99.325,37,50.8939393939394
0,0.484,269533,0,0.512,92.358,37,50.8939393939394
62,0.242,212653,0,0.333,137.052,44,50.8939393939394
53,0.118,258265,0,0.311,90.436,44,50.8939393939394
0,0.484,269533,0,0.512,92.358,44,50.8939393939394
47,0.0501,348013,0,0.221,174.029,23,50.8939393939394
45,0.238,264947,0,0.351,169.999,23,50.8939393939394
57,0.114,594213,0,0.493,137.967,44,50.8939393939394
58,0.079,257733,0,0.143,87.803,44,50.8939393939394
57,0.114,594213,0,0.493,137.967,37,50.8939393939394
58,0.243,237840,0,0.243,102.729,44,50.8939393939394
46,0.202,470746,0,0.173,94.439,23,50.8939393939394
46,0.125,414106,0,0.201,89.014,23,50.8939393939394
52,0.0819,356800,0,0.197,157.221,23,50.8939393939394
60,0.4,271417,0,0.229,99.325,44,50.8939393939394
61,0.2,464453,0,0.266,95.438,72,50.8939393939394
55,0.13,246680,0,0.238,185.3,44,50.8939393939394
0,0.484,269533,0,0.512,92.358,4,50.8939393939394
50,0.337,240358,0,0.472,97.015,23,50.8939393939394
53,0.302,291626,0,0.586,88.046,23,50.8939393939394
47,0.0998,330188,0,0.226,134.09,23,50.8939393939394
55,0.223,231000,0,0.59,127.996,44,50.8939393939394
10,0.324,128026,0,0.825,165.92,67,10
40,0.309,187213,0,0.623,140.227,113,40
43,0.606,260852,0,0.679,89.987,113,43
0,0.803,174883,1,0.78,129.065,113,0
0,0.803,174883,1,0.78,129.065,113,0
39,0.577,211720,0,0.706,131.895,113,39.5
40,0.618,222531,0,0.661,82.033,113,39.5
49,0.0988,215333,0,0.475,80.076,39,49
49,0.0988,215333,0,0.475,80.076,85,49
40,0.258,151994,0,0.792,120.006,18,43.5
47,0.174,191988,0,0.574,200.06,18,43.5
32,0.292,126358,0,0.648,80.013,106,32
52,0.355,173658,0,0.611,122.948,24,52
59,0.736,164221,0,0.603,113.917,24,59
34,0.456,255026,0,0.491,166.627,9,34
34,0.456,255026,0,0.491,166.627,48,34
22,0.298,275832,0,0.778,122.024,59,23
47,0.306,275832,0,0.777,122.026,59,23
0,0.302,275832,0,0.781,122.023,59,23
51,0.374,206250,0,0.748,123.997,59,51
41,0.37,173949,0,0.669,128.002,59,41
51,0.203,215253,0,0.713,120.01,59,51
0,0.53,197035,0,0.57,127.951,59,0
46,0.819,310506,0,0.685,147.912,89,45.6666666666667
46,0.739,258693,0,0.802,120.07,89,45.6666666666667
45,0.812,245920,0,0.725,129.978,89,45.6666666666667
32,0.827,183533,0,0.6,99.918,101,32
12,0.45,231453,0,0.634,125.998,112,15
12,0.45,231453,0,0.634,125.998,108,15
18,0.199,204373,0,0.48,144.514,108,15
18,0.199,204373,0,0.48,144.514,112,15
18,0.329,650640,0,0.67,154.984,28,18
45,0.0666,208476,0,0.439,75.923,56,45
23,0.815,225733,1,0.666,98.206,19,22.6666666666667
23,0.695,206013,1,0.509,202.587,19,22.6666666666667
22,0.691,185826,1,0.805,110.644,19,22.6666666666667
19,0.251,384253,0,0.634,159.932,28,19
20,0.548,342856,0,0.395,125.927,28,18
16,0.192,303938,0,0.564,154.972,28,18
17,0.239,404632,0,0.546,149.971,28,17
18,0.802,276937,0,0.668,118.001,28,18
19,0.103,272528,0,0.663,120,28,19
19,0.299,230598,0,0.676,124.954,28,19
16,0.0621,399393,0,0.702,127,28,16
17,0.076,493400,0,0.531,164.854,28,17
17,0.362,353266,0,0.72,82.743,28,17
16,0.751,398053,0,0.766,129.987,28,16
18,0.239,428698,0,0.55,161.074,28,18
25,0.076,366387,0,0.405,114.2,28,25
51,0.133,169127,0,0.185,73.769,5,54
57,0.174,281120,0,0.217,85.279,5,54
44,0.0706,167432,0,0.29,115.306,5,44
26,0.674,169320,0,0.588,117.505,22,26
27,0.662,196253,0,0.72,93.528,22,27
31,0.618,216000,0,0.727,89.924,22,31
35,0.584,195355,0,0.762,175.829,38,35
44,0.858,201363,0,0.88,91.978,90,44
44,0.858,201363,0,0.88,91.978,89,44
44,0.858,201363,0,0.88,91.978,69,44
39,0.807,236364,0,0.717,171.998,90,39
39,0.807,236364,0,0.717,171.998,69,39
20,0.104,360662,0,0.48,83.922,76,22.2307692307692
21,0.166,345170,0,0.187,75.049,76,22.2307692307692
25,0.055,621773,0,0.157,60.189,76,22.2307692307692
22,0.329,573173,0,0.371,130.182,76,22.2307692307692
22,0.0817,300197,0,0.506,128,76,22.2307692307692
20,0.363,456893,0,0.339,119.915,76,22.2307692307692
24,0.121,397700,0,0.514,127.997,76,22.2307692307692
21,0.149,588453,0,0.453,135.965,76,22.2307692307692
24,0.122,565333,0,0.473,120.092,76,22.2307692307692
21,0.063,219146,0,0.418,140.736,76,22.2307692307692
24,0.0395,262929,0,0.384,83.844,76,22.2307692307692
24,0.287,565680,0,0.478,123.856,76,22.2307692307692
21,0.17,223502,0,0.465,115.819,76,22.2307692307692
55,0.344,140636,1,0.478,156.947,95,55
46,0.797,229293,0,0.728,133.43,89,15.1111111111111
0,0.897,256026,0,0.787,152.131,4,15.1111111111111
0,0.897,256026,0,0.787,152.131,3,15.1111111111111
45,0.94,248213,0,0.763,95.487,89,15.1111111111111
0,0.806,341026,0,0.744,143.645,3,15.1111111111111
0,0.897,256026,0,0.787,152.131,89,15.1111111111111
45,0.94,248213,0,0.763,95.487,3,15.1111111111111
0,0.806,341026,0,0.744,143.645,89,15.1111111111111
0,0.806,341026,0,0.744,143.645,4,15.1111111111111
21,0.627,91760,0,0.814,110.907,46,21
50,0.776,155466,0,0.559,139.12,78,44.6666666666667
38,0.357,263600,0,0.311,172.516,97,44.6666666666667
48,0.94,251146,0,0.81,125.829,97,44.6666666666667
43,0.401,204933,0,0.602,104.002,97,44.6666666666667
50,0.776,155466,0,0.559,139.12,75,44.6666666666667
50,0.776,155466,0,0.559,139.12,97,44.6666666666667
43,0.401,204933,0,0.602,104.002,78,44.6666666666667
37,0.313,229893,0,0.31,65.401,97,44.6666666666667
43,0.401,204933,0,0.602,104.002,75,44.6666666666667
52,0.221,233733,0,0.485,91.489,75,52
52,0.221,233733,0,0.485,91.489,78,52
43,0.224,236106,0,0.625,93.078,97,43
43,0.224,236106,0,0.625,93.078,75,43
43,0.224,236106,0,0.625,93.078,78,43
38,0.852,229253,0,0.627,157.882,97,38
43,0.508,234266,0,0.67,144.033,78,43
43,0.508,234266,0,0.67,144.033,75,43
43,0.508,234266,0,0.67,144.033,97,43
74,0.893,175093,0,0.494,177.751,86,74
74,0.893,175093,0,0.494,177.751,72,74
38,0.812,38720,0,0.372,111.277,49,38
25,0.452,168698,1,0.347,162.789,39,26.5
28,0.701,178053,0,0.375,162.166,39,26.5
52,0.352,195593,0,0.606,82.729,39,57.25
64,0.896,89508,0,0.624,120.969,39,57.25
53,0.526,201992,0,0.522,117.128,39,57.25
57,0.462,191500,0,0.382,155.858,39,57.25
57,0.367,190696,0,0.338,149.709,39,57.25
55,0.505,105567,0,0.341,143.168,39,57.25
67,0.515,136032,0,0.535,137.889,39,57.25
53,0.388,174500,0,0.502,131.206,39,57.25
40,0.746,173000,0,0.501,162.928,86,40
31,0.687,186000,0,0.474,100.786,49,30.5
30,0.697,132866,0,0.388,156.855,49,30.5
31,0.428,134960,0,0.351,105.304,49,30.5
30,0.181,128906,0,0.3,148.138,49,30.5
37,0.19,344973,0,0.791,128.01,33,37
53,0.141,223448,0,0.528,144.981,33,53
33,0.698,263906,0,0.768,128.028,29,33
36,0.798,211070,0,0.643,171.993,3,36
36,0.798,211070,0,0.643,171.993,4,36
19,0.751,99200,0,0.627,105.102,27,21.3333333333333
21,0.815,150800,0,0.733,132.003,27,21.3333333333333
24,0.967,54466,0,0.681,150.052,27,21.3333333333333
17,0.78,177960,0,0.446,170.271,27,17
30,0.807,154986,0,0.848,124.054,27,30
45,0.785,178013,0,0.653,139.026,44,45
37,0.0706,428908,0,0.798,121.994,110,35.3333333333333
31,0.258,424660,0,0.787,119.991,110,35.3333333333333
51,0.117,202926,0,0.61,122.994,110,35.3333333333333
36,0.154,196346,0,0.732,120.006,110,35.3333333333333
31,0.0377,444578,0,0.67,122.015,110,35.3333333333333
26,0.225,465211,0,0.731,121.982,110,35.3333333333333
33,0.225,405223,0,0.729,122.015,110,33
24,0.953,116885,0,0.5,148.323,39,24
24,0.409,253133,0,0.372,165.36,39,24
46,0.35,162461,1,0.643,86.514,38,46
14,0.482,134280,0,0.272,132.757,43,14.3333333333333
15,0.549,202520,0,0.319,107.822,43,14.3333333333333
14,0.664,163266,0,0.316,124.744,43,14.3333333333333
17,0.266,157186,0,0.311,139.666,43,14.3333333333333
13,0.503,179666,0,0.267,134.088,43,14.3333333333333
13,0.599,270213,0,0.302,144.959,43,14.3333333333333
23,0.29,214688,1,0.236,149.993,23,31.7
30,0.155,217000,0,0.327,134.992,23,31.7
33,0.392,221000,0,0.299,144.338,23,31.7
25,0.158,192196,1,0.25,108.657,23,31.7
34,0.349,175348,1,0.288,142.201,23,31.7
37,0.467,178316,1,0.257,153.083,23,31.7
35,0.154,200500,0,0.258,157.229,23,31.7
34,0.349,189000,0,0.227,159.931,23,31.7
31,0.202,210000,0,0.486,156.015,23,31.7
35,0.263,163648,1,0.266,147.771,23,31.7
14,0.04,198946,1,0.238,134.714,43,14
43,0.0389,303125,0,0.672,124.015,44,43
38,0.403,221720,0,0.621,121.984,24,38
38,0.403,221720,0,0.621,121.984,44,38
38,0.403,221720,0,0.621,121.984,39,38
59,0.265,199013,0,0.697,120.041,24,58.3333333333333
55,0.539,213546,0,0.685,125.052,44,58.3333333333333
55,0.539,213546,0,0.685,125.052,39,58.3333333333333
61,0.519,212893,0,0.676,125.057,39,58.3333333333333
61,0.519,212893,0,0.676,125.057,44,58.3333333333333
55,0.539,213546,0,0.685,125.052,24,58.3333333333333
59,0.265,199013,0,0.697,120.041,44,58.3333333333333
59,0.265,199013,0,0.697,120.041,39,58.3333333333333
61,0.519,212893,0,0.676,125.057,24,58.3333333333333
56,0.466,179080,0,0.654,123.899,44,56
56,0.466,179080,0,0.654,123.899,39,56
56,0.466,179080,0,0.654,123.899,24,56
0,0.415,213562,0,0.817,127,44,0
0,0.536,185133,0,0.706,123.965,44,0
0,0.536,185133,0,0.706,123.965,54,0
0,0.536,185133,0,0.706,123.965,39,0
0,0.536,185133,0,0.706,123.965,24,0
51,0.402,217960,0,0.682,121.989,44,51
51,0.402,217960,0,0.682,121.989,24,51
51,0.402,217960,0,0.682,121.989,39,51
0,0.32,233480,0,0.655,121.978,39,0
0,0.32,233480,0,0.655,121.978,44,0
0,0.32,233480,0,0.655,121.978,54,0
0,0.32,233480,0,0.655,121.978,24,0
56,0.712,186493,0,0.533,123.971,39,56
56,0.712,186493,0,0.533,123.971,44,56
56,0.712,186493,0,0.533,123.971,24,56
61,0.471,198880,0,0.677,121.939,24,61
61,0.471,198880,0,0.677,121.939,44,61
61,0.471,198880,0,0.677,121.939,39,61
40,0.306,193773,0,0.316,104.826,7,40
76,0.525,340920,1,0.663,167.953,4,41
2,0.525,340920,1,0.663,167.953,52,41
3,0.525,340920,1,0.663,167.953,52,41
80,0.852,200173,0,0.676,92.761,4,41
3,0.525,340920,1,0.663,167.953,4,41
78,0.578,233866,0,0.689,120.423,4,41
2,0.525,340920,1,0.663,167.953,4,41
84,0.772,222640,0,0.818,138.559,4,41
0,0.94,181028,1,0.75,130.034,52,0
0,0.94,181028,1,0.75,130.034,4,0
75,0.462,209560,0,0.726,140.158,4,75
82,0.551,215149,1,0.695,108.014,4,82
38,0.396,240000,0,0.761,104.971,18,38
50,0.285,213159,0,0.583,118,18,29.8888888888889
43,0.34,232820,0,0.619,133.015,18,29.8888888888889
14,0.0834,204060,0,0.467,93.801,18,29.8888888888889
17,0.217,234770,0,0.301,129.768,18,29.8888888888889
16,0.291,251506,0,0.437,126.033,18,29.8888888888889
43,0.175,267090,0,0.551,128.966,18,29.8888888888889
20,0.219,248760,0,0.485,68.51,18,29.8888888888889
47,0.345,111250,0,0.614,122.992,18,29.8888888888889
19,0.287,236910,0,0.429,154.087,18,29.8888888888889
36,0.971,143506,0,0.728,110.191,107,36
54,0.294,173793,0,0.708,115.978,24,54
20,0.167,317666,0,0.618,150.051,50,20
0,0.265,221173,1,0.822,99.967,89,0
0,0.265,221173,1,0.822,99.967,90,0
0,0.265,221173,1,0.822,99.967,69,0
0,0.607,257506,0,0.758,94.043,69,0
0,0.607,257506,0,0.758,94.043,89,0
0,0.607,257506,0,0.758,94.043,90,0
21,0.109,322546,0,0.525,100.021,42,21
46,0.312,273533,0,0.478,147.995,48,46
22,0.203,220865,1,0.607,131.98,61,23.5454545454545
26,0.203,220865,1,0.607,131.98,22,23.5454545454545
20,0.599,227096,1,0.674,92.983,61,23.5454545454545
20,0.771,206666,1,0.716,108.149,61,23.5454545454545
24,0.237,192000,1,0.601,89.598,61,23.5454545454545
28,0.504,161999,1,0.477,66.902,61,23.5454545454545
26,0.203,220865,1,0.607,131.98,61,23.5454545454545
19,0.529,160819,1,0.743,100.308,61,23.5454545454545
24,0.565,195849,1,0.958,106.061,61,23.5454545454545
22,0.448,205714,1,0.76,104.13,61,23.5454545454545
28,0.504,161999,1,0.477,66.902,22,23.5454545454545
23,0.838,168176,1,0.913,91.029,61,23
24,0.646,177554,1,0.949,105.053,61,24
26,0.465,91666,0,0.448,105.059,39,26
45,0.506,324240,0,0.705,118.044,76,43.5
42,0.8,274133,0,0.7,92.994,76,43.5
22,0.232,254666,0,0.29,179.664,70,34.625
56,0.506,267876,0,0.549,129.866,70,34.625
44,0.29,174504,0,0.553,84.954,70,34.625
36,0.184,153250,0,0.599,129.991,70,34.625
36,0.413,249036,0,0.613,130.046,70,34.625
28,0.189,288769,0,0.506,86.997,70,34.625
34,0.3,300642,0,0.495,165.744,70,34.625
53,0.184,153250,0,0.599,129.991,70,34.625
36,0.389,222000,0,0.699,138.01,70,34.625
25,0.292,243037,0,0.505,157.96,70,34.625
28,0.404,152307,0,0.688,130.059,70,34.625
30,0.183,160615,0,0.42,130.031,70,34.625
25,0.497,218823,0,0.617,127.337,70,34.625
45,0.779,134769,0,0.8,130.138,70,34.625
27,0.371,208125,0,0.488,128.091,70,34.625
29,0.195,193147,0,0.331,92.27,70,34.625
18,0.145,260799,0,0.431,75.139,70,18
35,0.833,265848,0,0.807,100.038,70,35
25,0.833,265848,0,0.807,100.038,70,25
54,0.0759,142397,0,0.711,110.128,49,54
54,0.487,188181,0,0.529,131.266,1,54
26,0.357,359613,0,0.7,103.99,108,26
30,0.965,268800,0,0.807,133.329,26,26
26,0.629,498840,0,0.594,97.093,108,26
22,0.885,268066,0,0.816,131.613,108,26
26,0.961,270466,0,0.813,133.018,108,26
23,0.687,446173,0,0.677,176.979,108,26
29,0.965,268800,0,0.807,133.329,108,26
26,0.586,270920,0,0.446,125.642,1,26
51,0.168,190723,0,0.342,123.324,80,51
71,0.176,152317,0,0.617,144.99,57,52.3529411764706
68,0.433,177152,0,0.618,114.26,58,52.3529411764706
0,0.36,171280,0,0.765,132.992,58,52.3529411764706
0,0.397,217368,0,0.568,125.743,58,52.3529411764706
66,0.36,171280,0,0.765,132.992,57,52.3529411764706
66,0.36,171280,0,0.765,132.992,58,52.3529411764706
63,0.229,176946,0,0.7,132.943,58,52.3529411764706
72,0.402,257881,0,0.599,146.022,58,52.3529411764706
63,0.229,176946,0,0.7,132.943,57,52.3529411764706
71,0.176,152317,0,0.617,144.99,58,52.3529411764706
68,0.433,177152,0,0.618,114.26,57,52.3529411764706
0,0.397,217368,0,0.568,125.743,57,52.3529411764706
72,0.402,257881,0,0.599,146.022,57,52.3529411764706
0,0.36,171280,0,0.765,132.992,57,52.3529411764706
64,0.222,249494,0,0.636,127.999,58,52.3529411764706
73,0.151,167538,0,0.445,109.885,57,52.3529411764706
73,0.151,167538,0,0.445,109.885,58,52.3529411764706
11,0.222,138093,0,0.379,179.235,43,13
13,0.167,121533,0,0.366,95.027,43,13
15,0.0834,115666,0,0.307,103.923,43,13
14,0.161,114413,0,0.369,97.18,43,13
12,0.12,94720,0,0.373,88.074,43,13
